case,repeat,mode,delaySeconds,kind,id,status,embeddingApplied,latencyMs,arrivalToResponseMs,sendLagMs
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,22,200,True,7035.0045,7036.1925,1.188
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,73,200,,6138.4162,6139.0117,0.5956
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,74,200,,6089.7791,6090.8663,1.0872
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,75,200,,6041.1882,6042.1681,0.98
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,23,200,True,7042.544,7043.7364,1.1924
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,76,200,,6121.6147,6122.6571,1.0424
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,77,200,,6073.1573,6074.2447,1.0874
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,79,200,,8098.3438,8099.4793,1.1355
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,24,200,True,9047.2216,9049.8529,2.6313
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,78,200,,8149.9863,8150.4691,0.4827
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,25,200,True,9044.7513,9045.9226,1.1714
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,80,200,,8171.7802,8173.7485,1.9682
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,81,200,,8124.0155,8124.722,0.7065
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,82,200,,8074.277,8075.4872,1.2102
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,26,200,True,9050.7722,9053.3007,2.5285
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,83,200,,8154.6589,8155.8655,1.2065
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,84,200,,8105.4883,8106.7075,1.2191
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,85,200,,8056.2832,8057.5376,1.2544
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,27,200,True,9037.9944,9038.4122,0.4178
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,86,200,,8113.8111,8115.0386,1.2275
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,87,200,,8065.1815,8066.451,1.2695
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,28,200,True,9055.4383,9056.6475,1.2092
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,88,200,,8157.4353,8158.6078,1.1725
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,89,200,,8108.2078,8109.515,1.3072
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,90,200,,8059.2034,8060.3628,1.1594
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,29,200,True,9046.5698,9047.7862,1.2165
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,91,200,,8124.5183,8124.6965,0.1782
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,92,200,,8074.348,8075.4894,1.1413
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,30,200,True,9046.0632,9047.7783,1.7151
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,93,200,,8148.9077,8149.9385,1.0308
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,94,200,,8100.4023,8101.4805,1.0782
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,31,200,True,9054.6217,9055.7821,1.1604
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,95,200,,8182.367,8183.9045,1.5375
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,96,200,,8134.4903,8135.5912,1.1008
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,97,200,,8085.7915,8086.9126,1.1212
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,99,200,,10107.9861,10109.2232,1.2371
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,32,200,True,11058.5387,11059.6893,1.1507
10-sync-remote-wide,2,sync-remote-wide,3.0,normal,98,200,,10159.4337,10160.5613,1.1277
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,33,200,True,11054.9904,11056.1834,1.193
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,34,200,True,11060.1458,11062.898,2.7522
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,35,200,True,11046.6784,11048.0762,1.3978
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,36,200,True,11065.9302,11068.0073,2.0772
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,37,200,True,11057.6269,11058.0484,0.4215
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,38,200,True,11057.5724,11058.6745,1.1021
10-sync-remote-wide,2,sync-remote-wide,3.0,ai,39,200,True,11067.7309,11069.3838,1.653
11-sync-direct,2,sync-direct,3.0,normal,0,200,,3.9149,5.7473,1.8325
11-sync-direct,2,sync-direct,3.0,normal,1,200,,3.0472,3.9749,0.9277
11-sync-direct,2,sync-direct,3.0,normal,2,200,,3.8295,5.6335,1.804
11-sync-direct,2,sync-direct,3.0,normal,3,200,,3.3066,4.4257,1.119
11-sync-direct,2,sync-direct,3.0,normal,4,200,,2.2324,3.0129,0.7805
11-sync-direct,2,sync-direct,3.0,normal,5,200,,3.7276,6.8341,3.1065
11-sync-direct,2,sync-direct,3.0,normal,6,200,,3.614,5.9371,2.3232
11-sync-direct,2,sync-direct,3.0,normal,7,200,,4.7315,5.6983,0.9668
11-sync-direct,2,sync-direct,3.0,normal,8,200,,2.0322,3.2817,1.2495
11-sync-direct,2,sync-direct,3.0,normal,9,200,,3.9651,5.3488,1.3838
11-sync-direct,2,sync-direct,3.0,normal,10,200,,3.7632,6.1298,2.3666
11-sync-direct,2,sync-direct,3.0,normal,11,200,,3.6068,4.9194,1.3126
11-sync-direct,2,sync-direct,3.0,normal,12,200,,4.6027,7.303,2.7002
11-sync-direct,2,sync-direct,3.0,normal,13,200,,3.5595,4.7199,1.1604
11-sync-direct,2,sync-direct,3.0,normal,14,200,,5.3715,6.1338,0.7624
11-sync-direct,2,sync-direct,3.0,normal,15,200,,1.7881,3.503,1.7149
11-sync-direct,2,sync-direct,3.0,normal,16,200,,2.9346,3.5105,0.5759
11-sync-direct,2,sync-direct,3.0,normal,17,200,,2.0366,3.3867,1.3502
11-sync-direct,2,sync-direct,3.0,ai,0,200,True,3010.0442,3010.8015,0.7574
11-sync-direct,2,sync-direct,3.0,normal,18,200,,2110.9647,2111.6189,0.6542
11-sync-direct,2,sync-direct,3.0,normal,19,200,,2061.0757,2061.8212,0.7455
11-sync-direct,2,sync-direct,3.0,ai,1,200,True,3010.6053,3011.3773,0.772
11-sync-direct,2,sync-direct,3.0,normal,20,200,,2136.0463,2137.5882,1.5419
11-sync-direct,2,sync-direct,3.0,normal,21,200,,2088.4784,2089.1847,0.7063
11-sync-direct,2,sync-direct,3.0,normal,22,200,,2039.0963,2039.3954,0.2991
11-sync-direct,2,sync-direct,3.0,ai,2,200,True,3011.5984,3012.777,1.1786
11-sync-direct,2,sync-direct,3.0,normal,23,200,,2113.8922,2114.5959,0.7037
11-sync-direct,2,sync-direct,3.0,normal,24,200,,2063.7749,2064.8893,1.1144
11-sync-direct,2,sync-direct,3.0,ai,3,200,True,3008.2505,3010.9375,2.687
11-sync-direct,2,sync-direct,3.0,normal,25,200,,2135.8423,2137.0268,1.1845
11-sync-direct,2,sync-direct,3.0,normal,26,200,,2086.9373,2088.185,1.2477
11-sync-direct,2,sync-direct,3.0,normal,27,200,,2038.0038,2038.8989,0.8951
11-sync-direct,2,sync-direct,3.0,ai,4,200,True,3009.7818,3010.9062,1.1244
11-sync-direct,2,sync-direct,3.0,normal,28,200,,2110.7535,2111.6062,0.8527
11-sync-direct,2,sync-direct,3.0,normal,29,200,,2061.4019,2062.3066,0.9047
11-sync-direct,2,sync-direct,3.0,ai,5,200,True,3010.8125,3013.0096,2.1971
11-sync-direct,2,sync-direct,3.0,normal,30,200,,2135.5832,2138.8465,3.2633
11-sync-direct,2,sync-direct,3.0,normal,31,200,,2088.9959,2089.2516,0.2557
11-sync-direct,2,sync-direct,3.0,normal,32,200,,2038.1694,2039.6717,1.5023
11-sync-direct,2,sync-direct,3.0,ai,6,200,True,3009.1228,3010.3842,1.2613
11-sync-direct,2,sync-direct,3.0,normal,33,200,,2110.4667,2111.5814,1.1147
11-sync-direct,2,sync-direct,3.0,normal,34,200,,2060.7701,2062.3418,1.5717
11-sync-direct,2,sync-direct,3.0,ai,7,200,True,3006.8302,3009.3391,2.509
11-sync-direct,2,sync-direct,3.0,normal,35,200,,2133.8456,2134.9328,1.0872
11-sync-direct,2,sync-direct,3.0,normal,36,200,,2084.5396,2085.7525,1.213
11-sync-direct,2,sync-direct,3.0,normal,37,200,,2035.0916,2035.944,0.8524
11-sync-direct,2,sync-direct,3.0,ai,8,200,True,5014.3787,5015.485,1.1063
11-sync-direct,2,sync-direct,3.0,normal,38,200,,4115.1644,4116.5167,1.3523
11-sync-direct,2,sync-direct,3.0,normal,39,200,,4066.773,4066.85,0.077
11-sync-direct,2,sync-direct,3.0,normal,40,200,,4016.5858,4017.2012,0.6155
11-sync-direct,2,sync-direct,3.0,ai,9,200,True,5016.8645,5017.5697,0.7052
11-sync-direct,2,sync-direct,3.0,normal,41,200,,4092.6221,4093.4397,0.8177
11-sync-direct,2,sync-direct,3.0,normal,42,200,,4041.9367,4043.7937,1.857
11-sync-direct,2,sync-direct,3.0,ai,10,200,True,5016.9346,5017.4876,0.553
11-sync-direct,2,sync-direct,3.0,normal,43,200,,4115.7788,4117.9966,2.2178
11-sync-direct,2,sync-direct,3.0,normal,44,200,,4067.4443,4068.3737,0.9294
11-sync-direct,2,sync-direct,3.0,ai,11,200,True,5013.0287,5015.8007,2.7721
11-sync-direct,2,sync-direct,3.0,normal,45,200,,4138.9816,4141.878,2.8964
11-sync-direct,2,sync-direct,3.0,normal,46,200,,4091.5371,4092.2792,0.7421
11-sync-direct,2,sync-direct,3.0,normal,47,200,,4041.662,4042.6098,0.9478
11-sync-direct,2,sync-direct,3.0,ai,12,200,True,5012.8868,5015.208,2.3213
11-sync-direct,2,sync-direct,3.0,normal,48,200,,4114.7898,4115.9492,1.1594
11-sync-direct,2,sync-direct,3.0,normal,49,200,,4065.1495,4066.4045,1.255
11-sync-direct,2,sync-direct,3.0,ai,13,200,True,5015.1516,5018.2377,3.0861
11-sync-direct,2,sync-direct,3.0,normal,50,200,,4142.0215,4144.7107,2.6891
11-sync-direct,2,sync-direct,3.0,normal,51,200,,4093.5317,4095.0406,1.5089
11-sync-direct,2,sync-direct,3.0,normal,52,200,,4044.6334,4045.3823,0.7489
11-sync-direct,2,sync-direct,3.0,ai,14,200,True,5015.0625,5015.4653,0.4028
11-sync-direct,2,sync-direct,3.0,normal,53,200,,4114.6744,4116.1987,1.5243
11-sync-direct,2,sync-direct,3.0,normal,54,200,,4066.0445,4066.6252,0.5808
11-sync-direct,2,sync-direct,3.0,ai,15,200,True,5013.2011,5014.1209,0.9197
11-sync-direct,2,sync-direct,3.0,normal,55,200,,4136.4757,4140.2464,3.7707
11-sync-direct,2,sync-direct,3.0,normal,56,200,,4089.5609,4090.6189,1.058
11-sync-direct,2,sync-direct,3.0,normal,57,200,,4039.757,4040.9736,1.2166
11-sync-direct,2,sync-direct,3.0,ai,16,200,True,7021.621,7022.9821,1.3611
11-sync-direct,2,sync-direct,3.0,normal,58,200,,6124.5474,6125.4042,0.8568
11-sync-direct,2,sync-direct,3.0,normal,59,200,,6075.6532,6076.9448,1.2916
11-sync-direct,2,sync-direct,3.0,normal,60,200,,6027.617,6028.3591,0.7421
11-sync-direct,2,sync-direct,3.0,ai,17,200,True,7022.9136,7023.857,0.9434
11-sync-direct,2,sync-direct,3.0,normal,61,200,,6101.3552,6102.2148,0.8596
11-sync-direct,2,sync-direct,3.0,normal,62,200,,6052.2362,6053.3806,1.1444
11-sync-direct,2,sync-direct,3.0,ai,18,200,True,7022.2885,7023.4845,1.196
11-sync-direct,2,sync-direct,3.0,normal,63,200,,6124.8499,6125.7169,0.867
11-sync-direct,2,sync-direct,3.0,normal,64,200,,6075.885,6076.8088,0.9237
11-sync-direct,2,sync-direct,3.0,normal,65,200,,6025.3998,6027.8998,2.5
11-sync-direct,2,sync-direct,3.0,ai,19,200,True,7025.2125,7025.9397,0.7272
11-sync-direct,2,sync-direct,3.0,normal,66,200,,6101.1944,6102.489,1.2947
11-sync-direct,2,sync-direct,3.0,normal,67,200,,6053.7636,6054.1341,0.3705
11-sync-direct,2,sync-direct,3.0,ai,20,200,True,7022.1539,7023.7848,1.6309
11-sync-direct,2,sync-direct,3.0,normal,68,200,,6126.4476,6126.9848,0.5372
11-sync-direct,2,sync-direct,3.0,normal,69,200,,6077.1656,6078.3207,1.1551
11-sync-direct,2,sync-direct,3.0,ai,21,200,True,7025.288,7026.8557,1.5677
11-sync-direct,2,sync-direct,3.0,normal,70,200,,6150.375,6155.0107,4.6356
11-sync-direct,2,sync-direct,3.0,normal,71,200,,6105.205,6106.2802,1.0752
11-sync-direct,2,sync-direct,3.0,normal,72,200,,6057.676,6057.9384,0.2624
11-sync-direct,2,sync-direct,3.0,ai,22,200,True,7020.1521,7022.7846,2.6325
11-sync-direct,2,sync-direct,3.0,normal,73,200,,6124.4682,6125.5637,1.0954
11-sync-direct,2,sync-direct,3.0,normal,74,200,,6076.2004,6077.14,0.9396
11-sync-direct,2,sync-direct,3.0,normal,75,200,,6026.3006,6028.8374,2.5368
11-sync-direct,2,sync-direct,3.0,ai,23,200,True,7021.2387,7022.0941,0.8553
11-sync-direct,2,sync-direct,3.0,normal,76,200,,6093.5714,6100.3638,6.7924
11-sync-direct,2,sync-direct,3.0,normal,77,200,,6051.4479,6052.0821,0.6342
11-sync-direct,2,sync-direct,3.0,normal,79,200,,8084.3363,8084.7813,0.445
11-sync-direct,2,sync-direct,3.0,normal,80,200,,8035.1512,8036.1526,1.0014
11-sync-direct,2,sync-direct,3.0,ai,24,200,True,9034.976,9036.5334,1.5573
11-sync-direct,2,sync-direct,3.0,normal,78,200,,8136.488,8137.2551,0.7671
11-sync-direct,2,sync-direct,3.0,ai,25,200,True,9030.4193,9031.2302,0.8109
11-sync-direct,2,sync-direct,3.0,normal,81,200,,8107.5784,8108.1562,0.5778
11-sync-direct,2,sync-direct,3.0,normal,82,200,,8056.5383,8059.1035,2.5652
11-sync-direct,2,sync-direct,3.0,ai,26,200,True,9028.2769,9031.6464,3.3695
11-sync-direct,2,sync-direct,3.0,normal,83,200,,8133.8559,8134.7548,0.8989
11-sync-direct,2,sync-direct,3.0,normal,84,200,,8085.8246,8086.594,0.7694
11-sync-direct,2,sync-direct,3.0,normal,85,200,,8035.1935,8037.6785,2.485
11-sync-direct,2,sync-direct,3.0,ai,27,200,True,9030.141,9032.5707,2.4297
11-sync-direct,2,sync-direct,3.0,normal,86,200,,8108.9064,8110.3015,1.3951
11-sync-direct,2,sync-direct,3.0,normal,87,200,,8059.035,8061.3099,2.2748
11-sync-direct,2,sync-direct,3.0,ai,28,200,True,9028.2227,9030.7079,2.4852
11-sync-direct,2,sync-direct,3.0,normal,88,200,,8130.4046,8132.3506,1.946
11-sync-direct,2,sync-direct,3.0,normal,89,200,,8082.8953,8083.9834,1.0881
11-sync-direct,2,sync-direct,3.0,normal,90,200,,8032.833,8035.5252,2.6922
11-sync-direct,2,sync-direct,3.0,ai,29,200,True,9036.58,9039.6165,3.0365
11-sync-direct,2,sync-direct,3.0,normal,91,200,,8114.6121,8116.5172,1.9051
11-sync-direct,2,sync-direct,3.0,normal,92,200,,8066.9204,8068.1057,1.1853
11-sync-direct,2,sync-direct,3.0,ai,30,200,True,9028.2578,9031.9828,3.725
11-sync-direct,2,sync-direct,3.0,normal,93,200,,8133.5981,8134.2856,0.6875
11-sync-direct,2,sync-direct,3.0,normal,94,200,,8084.9948,8086.624,1.6292
11-sync-direct,2,sync-direct,3.0,normal,95,200,,8035.2115,8037.8142,2.6027
11-sync-direct,2,sync-direct,3.0,ai,31,200,True,9029.756,9030.4789,0.7229
11-sync-direct,2,sync-direct,3.0,normal,96,200,,8106.0481,8108.132,2.0839
11-sync-direct,2,sync-direct,3.0,normal,97,200,,8059.2225,8060.241,1.0185
11-sync-direct,2,sync-direct,3.0,normal,99,200,,10093.3562,10094.0941,0.7379
11-sync-direct,2,sync-direct,3.0,ai,32,200,True,11040.5625,11044.6524,4.0899
11-sync-direct,2,sync-direct,3.0,normal,98,200,,10143.4556,10145.5603,2.1047
11-sync-direct,2,sync-direct,3.0,ai,33,200,True,11036.8182,11039.4025,2.5843
11-sync-direct,2,sync-direct,3.0,ai,34,200,True,11035.6435,11039.1568,3.5133
11-sync-direct,2,sync-direct,3.0,ai,35,200,True,11039.6361,11039.9174,0.2813
11-sync-direct,2,sync-direct,3.0,ai,36,200,True,11034.2499,11038.1868,3.937
11-sync-direct,2,sync-direct,3.0,ai,37,200,True,11039.4837,11043.9402,4.4566
11-sync-direct,2,sync-direct,3.0,ai,38,200,True,11036.6895,11040.5271,3.8376
11-sync-direct,2,sync-direct,3.0,ai,39,200,True,11035.9188,11038.2951,2.3763
