case,repeat,mode,delaySeconds,kind,id,status,embeddingApplied,latencyMs,arrivalToResponseMs,sendLagMs
02-sync-direct,1,sync-direct,3.0,normal,70,200,,6032.785,6033.9128,1.1278
02-sync-direct,1,sync-direct,3.0,ai,21,200,True,7031.2667,7032.3715,1.1049
02-sync-direct,1,sync-direct,3.0,normal,71,200,,6108.6671,6109.7654,1.0983
02-sync-direct,1,sync-direct,3.0,normal,72,200,,6060.332,6060.6412,0.3092
02-sync-direct,1,sync-direct,3.0,ai,22,200,True,7025.0332,7026.1886,1.1554
02-sync-direct,1,sync-direct,3.0,normal,73,200,,6129.1865,6129.4689,0.2824
02-sync-direct,1,sync-direct,3.0,normal,74,200,,6079.65,6080.78,1.13
02-sync-direct,1,sync-direct,3.0,normal,75,200,,6031.3943,6032.546,1.1517
02-sync-direct,1,sync-direct,3.0,ai,23,200,True,7024.7215,7025.9445,1.223
02-sync-direct,1,sync-direct,3.0,normal,76,200,,6102.2882,6103.5278,1.2395
02-sync-direct,1,sync-direct,3.0,normal,77,200,,6054.9323,6055.4177,0.4854
02-sync-direct,1,sync-direct,3.0,normal,79,200,,8096.2328,8097.3572,1.1244
02-sync-direct,1,sync-direct,3.0,ai,24,200,True,9046.5415,9047.6303,1.0887
02-sync-direct,1,sync-direct,3.0,normal,78,200,,8147.8118,8148.2458,0.434
02-sync-direct,1,sync-direct,3.0,ai,25,200,True,9032.9361,9034.06,1.1238
02-sync-direct,1,sync-direct,3.0,normal,80,200,,8159.9666,8162.3927,2.4262
02-sync-direct,1,sync-direct,3.0,normal,81,200,,8111.9737,8113.2271,1.2535
02-sync-direct,1,sync-direct,3.0,normal,82,200,,8063.4801,8064.6136,1.1335
02-sync-direct,1,sync-direct,3.0,ai,26,200,True,9036.4758,9037.5569,1.081
02-sync-direct,1,sync-direct,3.0,normal,83,200,,8138.662,8139.8191,1.1571
02-sync-direct,1,sync-direct,3.0,normal,84,200,,8089.4027,8090.5801,1.1774
02-sync-direct,1,sync-direct,3.0,ai,27,200,True,9041.2717,9042.3979,1.1262
02-sync-direct,1,sync-direct,3.0,normal,85,200,,8168.4733,8170.5895,2.1162
02-sync-direct,1,sync-direct,3.0,normal,86,200,,8121.4498,8122.6599,1.2101
02-sync-direct,1,sync-direct,3.0,normal,87,200,,8072.9193,8074.0439,1.1246
02-sync-direct,1,sync-direct,3.0,ai,28,200,True,9036.131,9038.248,2.1169
02-sync-direct,1,sync-direct,3.0,normal,88,200,,8139.3699,8140.5339,1.164
02-sync-direct,1,sync-direct,3.0,normal,89,200,,8092.0114,8092.2316,0.2203
02-sync-direct,1,sync-direct,3.0,normal,90,200,,8043.3224,8044.4327,1.1103
02-sync-direct,1,sync-direct,3.0,ai,29,200,True,9039.6672,9040.8255,1.1583
02-sync-direct,1,sync-direct,3.0,normal,91,200,,8117.4752,8118.5916,1.1163
02-sync-direct,1,sync-direct,3.0,normal,92,200,,8069.2239,8070.378,1.1541
02-sync-direct,1,sync-direct,3.0,ai,30,200,True,9034.5113,9037.1812,2.6699
02-sync-direct,1,sync-direct,3.0,normal,93,200,,8140.9409,8141.6365,0.6955
02-sync-direct,1,sync-direct,3.0,normal,94,200,,8092.0857,8093.182,1.0963
02-sync-direct,1,sync-direct,3.0,normal,95,200,,8044.0447,8045.2108,1.1661
02-sync-direct,1,sync-direct,3.0,ai,31,200,True,9030.289,9031.3889,1.0998
02-sync-direct,1,sync-direct,3.0,normal,96,200,,8106.6509,8107.8105,1.1596
02-sync-direct,1,sync-direct,3.0,normal,97,200,,8058.2265,8059.0942,0.8677
02-sync-direct,1,sync-direct,3.0,normal,99,200,,10099.8139,10100.9761,1.1623
02-sync-direct,1,sync-direct,3.0,ai,32,200,True,11050.0415,11051.178,1.1365
02-sync-direct,1,sync-direct,3.0,normal,98,200,,10150.7849,10151.8576,1.0727
02-sync-direct,1,sync-direct,3.0,ai,33,200,True,11039.4364,11040.5888,1.1524
02-sync-direct,1,sync-direct,3.0,ai,34,200,True,11046.0193,11046.8389,0.8196
02-sync-direct,1,sync-direct,3.0,ai,35,200,True,11052.1686,11052.8075,0.6388
02-sync-direct,1,sync-direct,3.0,ai,36,200,True,11044.6489,11046.2457,1.5968
02-sync-direct,1,sync-direct,3.0,ai,37,200,True,11049.824,11050.923,1.099
02-sync-direct,1,sync-direct,3.0,ai,38,200,True,11042.3423,11044.949,2.6067
02-sync-direct,1,sync-direct,3.0,ai,39,200,True,11036.0475,11037.1673,1.1198
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,0,200,,4.5684,6.4815,1.9132
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,1,200,,3.5008,4.6524,1.1516
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,2,200,,4.8935,6.1562,1.2627
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,3,200,,3.1627,4.2978,1.1351
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,4,200,,3.2018,4.3532,1.1514
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,5,200,,5.2255,7.9107,2.6853
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,6,200,,4.5854,5.7604,1.175
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,7,200,,3.4653,4.6636,1.1983
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,8,200,,3.497,4.6432,1.1462
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,9,200,,4.5773,5.7533,1.176
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,10,200,,3.1851,4.8505,1.6654
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,11,200,,2.4675,3.5787,1.1112
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,12,200,,3.5556,4.6931,1.1375
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,13,200,,3.2037,4.3492,1.1455
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,14,200,,3.0794,4.2455,1.1662
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,15,200,,3.4277,5.2737,1.846
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,16,200,,3.1202,4.3126,1.1925
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,17,200,,3.3695,4.5998,1.2304
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,0,200,True,3015.5412,3016.6968,1.1556
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,18,200,,2116.2933,2117.4119,1.1185
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,19,200,,2067.1642,2068.2762,1.112
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,1,200,True,3017.519,3018.6311,1.1121
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,20,200,,2142.6103,2144.4281,1.8178
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,21,200,,2094.7722,2094.9609,0.1887
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,22,200,,2044.6506,2045.6805,1.03
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,2,200,True,3020.0831,3021.3082,1.2251
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,23,200,,2121.274,2121.9126,0.6386
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,24,200,,2071.352,2072.4742,1.1222
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,25,200,,2021.5369,2023.1709,1.634
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,3,200,True,3015.1854,3016.2874,1.102
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,26,200,,2091.3181,2092.6215,1.3034
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,27,200,,2043.0427,2043.662,0.6192
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,4,200,True,3025.4868,3026.636,1.1492
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,28,200,,2126.3799,2127.4775,1.0975
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,29,200,,2077.1052,2078.2718,1.1666
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,5,200,True,3013.6149,3014.6998,1.0849
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,30,200,,2138.5035,2140.2136,1.7101
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,31,200,,2090.1896,2091.2841,1.0945
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,32,200,,2041.3775,2042.3224,0.9449
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,6,200,True,3014.582,3015.7528,1.1708
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,33,200,,2115.411,2116.6989,1.2879
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,34,200,,2066.3583,2067.4524,1.094
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,7,200,True,3015.4754,3016.6823,1.2069
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,35,200,,2140.7,2142.6552,1.9552
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,36,200,,2092.7165,2093.8121,1.0956
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,37,200,,2042.9444,2044.0486,1.1042
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,8,200,True,5030.005,5030.8835,0.8785
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,38,200,,4130.4611,4131.8357,1.3746
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,39,200,,4081.5557,4082.7515,1.1958
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,9,200,True,5028.2809,5029.3687,1.0878
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,40,200,,4153.1167,4155.0244,1.9077
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,41,200,,4104.2377,4105.667,1.4293
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,42,200,,4055.0163,4056.3475,1.3312
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,10,200,True,5032.5025,5034.7998,2.2972
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,43,200,,4134.2925,4135.98,1.6875
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,44,200,,4085.9934,4087.1628,1.1695
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,11,200,True,5029.055,5029.8019,0.7469
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,45,200,,4153.452,4155.5667,2.1147
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,46,200,,4105.4293,4106.5057,1.0764
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,47,200,,4057.3542,4057.7657,0.4115
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,12,200,True,5037.2657,5038.3844,1.1187
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,48,200,,4138.5198,4139.8735,1.3537
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,49,200,,4090.355,4091.6247,1.2698
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,13,200,True,5023.3315,5024.4273,1.0958
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,50,200,,4149.1609,4151.6326,2.4717
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,51,200,,4102.2573,4102.6765,0.4192
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,52,200,,4052.6627,4053.5585,0.8957
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,14,200,True,5024.6863,5025.8608,1.1745
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,53,200,,4125.6044,4127.0418,1.4374
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,54,200,,4077.0095,4078.1882,1.1787
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,55,200,,4027.7738,4029.126,1.3522
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,15,200,True,5027.3565,5028.506,1.1495
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,56,200,,4104.5919,4105.3202,0.7284
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,57,200,,4055.029,4055.9875,0.9585
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,16,200,True,7042.6313,7043.748,1.1167
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,58,200,,6143.991,6145.6802,1.6892
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,59,200,,6096.4675,6097.2279,0.7605
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,60,200,,6046.5134,6048.2283,1.7149
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,17,200,True,7038.3361,7039.5835,1.2475
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,61,200,,6116.6704,6117.7736,1.1032
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,62,200,,6068.2544,6069.3785,1.1241
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,18,200,True,7047.6527,7048.8233,1.1706
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,63,200,,6150.4323,6151.0768,0.6445
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,64,200,,6102.6572,6102.8648,0.2077
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,65,200,,6052.643,6053.7562,1.1132
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,19,200,True,7044.585,7045.7372,1.1522
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,66,200,,6121.3446,6122.4419,1.0973
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,67,200,,6073.1031,6074.1994,1.0963
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,20,200,True,7045.6495,7047.0175,1.368
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,68,200,,6147.6539,6148.5292,0.8753
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,69,200,,6099.1157,6099.6126,0.4969
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,70,200,,6049.407,6050.5478,1.1408
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,21,200,True,7034.654,7036.0267,1.3727
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,71,200,,6111.4496,6112.536,1.0863
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,72,200,,6061.7958,6063.5824,1.7866
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,22,200,True,7031.7887,7034.1839,2.3952
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,73,200,,6135.1811,6136.2132,1.0321
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,74,200,,6086.0738,6087.1853,1.1115
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,23,200,True,7037.2767,7038.4972,1.2205
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,75,200,,6164.2086,6166.1226,1.914
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,76,200,,6117.3587,6118.5702,1.2115
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,77,200,,6068.6592,6069.7516,1.0924
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,79,200,,8109.6863,8110.7992,1.113
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,24,200,True,9058.382,9061.2575,2.8755
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,78,200,,8160.995,8161.8239,0.829
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,25,200,True,9048.4048,9049.4285,1.0237
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,80,200,,8174.3358,8176.0105,1.6746
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,81,200,,8126.7545,8127.3732,0.6187
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,82,200,,8077.1163,8078.2225,1.1062
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,26,200,True,9062.7638,9064.6894,1.9255
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,83,200,,8166.3817,8167.6882,1.3065
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,84,200,,8118.6184,8119.1936,0.5752
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,27,200,True,9054.6232,9055.8506,1.2274
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,85,200,,8180.0939,8182.5544,2.4605
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,86,200,,8133.5497,8134.6995,1.1498
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,87,200,,8084.5189,8085.836,1.3171
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,28,200,True,9055.3811,9057.235,1.8538
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,88,200,,8158.588,8160.0661,1.4781
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,89,200,,8111.1632,8111.6791,0.5159
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,90,200,,8062.3307,8062.9443,0.6137
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,29,200,True,9045.5922,9047.101,1.5088
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,91,200,,8122.2227,8123.3964,1.1737
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,92,200,,8074.3279,8075.2895,0.9616
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,30,200,True,9041.5139,9042.6502,1.1363
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,93,200,,8143.1776,8144.3851,1.2075
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,94,200,,8094.757,8095.8678,1.1108
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,31,200,True,9048.439,9049.6394,1.2003
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,95,200,,8175.9132,8178.1239,2.2107
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,96,200,,8127.9059,8129.6326,1.7267
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,97,200,,8080.0308,8081.2736,1.2427
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,99,200,,10120.7688,10121.9978,1.229
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,32,200,True,11071.5376,11072.2832,0.7456
03-sync-remote-wide,1,sync-remote-wide,3.0,normal,98,200,,10171.6957,10172.7983,1.1026
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,33,200,True,11058.5818,11059.8177,1.2359
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,34,200,True,11077.4481,11078.868,1.4199
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,35,200,True,11066.0599,11067.2636,1.2037
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,36,200,True,11069.4374,11070.6296,1.1922
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,37,200,True,11058.1223,11059.1857,1.0635
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,38,200,True,11053.8558,11054.9573,1.1015
03-sync-remote-wide,1,sync-remote-wide,3.0,ai,39,200,True,11059.5698,11060.7763,1.2065
04-async-direct,1,async-direct,3.0,normal,0,200,,4.1755,6.5489,2.3734
04-async-direct,1,async-direct,3.0,normal,1,200,,3.8355,5.0012,1.1657
04-async-direct,1,async-direct,3.0,normal,2,200,,4.7168,5.9287,1.2119
04-async-direct,1,async-direct,3.0,normal,3,200,,4.4812,5.696,1.2148
04-async-direct,1,async-direct,3.0,normal,4,200,,4.8187,6.6236,1.8049
04-async-direct,1,async-direct,3.0,normal,5,200,,3.3923,5.228,1.8357
04-async-direct,1,async-direct,3.0,normal,6,200,,3.057,4.2063,1.1493
04-async-direct,1,async-direct,3.0,normal,7,200,,3.3656,4.589,1.2233
04-async-direct,1,async-direct,3.0,normal,8,200,,1.7247,2.8557,1.1309
04-async-direct,1,async-direct,3.0,normal,9,200,,2.4788,3.605,1.1262
04-async-direct,1,async-direct,3.0,normal,10,200,,4.1907,6.4246,2.2339
04-async-direct,1,async-direct,3.0,normal,11,200,,3.3797,3.7311,0.3514
04-async-direct,1,async-direct,3.0,normal,12,200,,4.473,5.666,1.193
04-async-direct,1,async-direct,3.0,normal,13,200,,3.9391,4.478,0.539
04-async-direct,1,async-direct,3.0,normal,14,200,,5.2712,6.5668,1.2957
04-async-direct,1,async-direct,3.0,normal,15,200,,2.9292,4.808,1.8788
04-async-direct,1,async-direct,3.0,normal,16,200,,4.2369,5.4487,1.2118
04-async-direct,1,async-direct,3.0,normal,17,200,,4.3844,5.5956,1.2112
04-async-direct,1,async-direct,3.0,normal,18,200,,3.9587,5.1324,1.1737
04-async-direct,1,async-direct,3.0,normal,19,200,,4.4721,5.6798,1.2077
04-async-direct,1,async-direct,3.0,normal,20,200,,4.9524,7.1973,2.245
04-async-direct,1,async-direct,3.0,normal,21,200,,4.4412,5.6292,1.188
04-async-direct,1,async-direct,3.0,normal,22,200,,4.7566,5.0458,0.2892
04-async-direct,1,async-direct,3.0,normal,23,200,,3.0146,3.2613,0.2467
04-async-direct,1,async-direct,3.0,normal,24,200,,2.9919,3.2986,0.3067
04-async-direct,1,async-direct,3.0,normal,25,200,,2.0754,3.65,1.5746
04-async-direct,1,async-direct,3.0,normal,26,200,,3.3747,4.514,1.1392
04-async-direct,1,async-direct,3.0,normal,27,200,,2.845,3.1237,0.2787
04-async-direct,1,async-direct,3.0,normal,28,200,,3.9745,5.1902,1.2158
04-async-direct,1,async-direct,3.0,normal,29,200,,3.5755,4.2597,0.6843
04-async-direct,1,async-direct,3.0,normal,30,200,,5.8108,8.2279,2.4171
04-async-direct,1,async-direct,3.0,normal,31,200,,2.6017,3.3081,0.7064
04-async-direct,1,async-direct,3.0,normal,32,200,,3.1617,3.3943,0.2327
04-async-direct,1,async-direct,3.0,normal,33,200,,3.1948,4.3484,1.1536
04-async-direct,1,async-direct,3.0,normal,34,200,,5.6372,6.9131,1.2758
04-async-direct,1,async-direct,3.0,normal,35,200,,6.9635,8.1793,1.2158
04-async-direct,1,async-direct,3.0,normal,36,200,,2.9983,4.1462,1.1479
04-async-direct,1,async-direct,3.0,normal,37,200,,3.8532,5.0149,1.1617
04-async-direct,1,async-direct,3.0,normal,38,200,,1.8773,3.0335,1.1562
04-async-direct,1,async-direct,3.0,normal,39,200,,2.7147,3.7953,1.0806
04-async-direct,1,async-direct,3.0,normal,40,200,,2.5654,4.3107,1.7453
04-async-direct,1,async-direct,3.0,normal,41,200,,4.5249,5.6583,1.1335
04-async-direct,1,async-direct,3.0,normal,42,200,,2.4471,2.6456,0.1985
04-async-direct,1,async-direct,3.0,normal,43,200,,2.9975,4.1362,1.1386
04-async-direct,1,async-direct,3.0,normal,44,200,,3.05,4.1818,1.1318
04-async-direct,1,async-direct,3.0,normal,45,200,,6.0657,10.8048,4.7391
04-async-direct,1,async-direct,3.0,normal,46,200,,2.9519,4.1073,1.1554
04-async-direct,1,async-direct,3.0,normal,47,200,,1.6209,2.7122,1.0913
04-async-direct,1,async-direct,3.0,normal,48,200,,1.5211,2.5864,1.0653
04-async-direct,1,async-direct,3.0,normal,49,200,,1.9078,3.0338,1.126
04-async-direct,1,async-direct,3.0,normal,50,200,,3.6854,4.8247,1.1393
04-async-direct,1,async-direct,3.0,normal,51,200,,3.2389,4.381,1.1422
04-async-direct,1,async-direct,3.0,normal,52,200,,3.1128,4.2398,1.127
04-async-direct,1,async-direct,3.0,normal,53,200,,3.5733,4.7203,1.147
04-async-direct,1,async-direct,3.0,normal,54,200,,3.1778,4.3043,1.1265
04-async-direct,1,async-direct,3.0,normal,55,200,,4.9158,7.1563,2.2405
04-async-direct,1,async-direct,3.0,normal,56,200,,3.0348,3.8052,0.7705
04-async-direct,1,async-direct,3.0,normal,57,200,,3.1632,4.284,1.1208
04-async-direct,1,async-direct,3.0,normal,58,200,,3.3697,4.5275,1.1579
04-async-direct,1,async-direct,3.0,normal,59,200,,3.3262,4.4534,1.1272
04-async-direct,1,async-direct,3.0,normal,60,200,,3.1135,4.2926,1.1791
04-async-direct,1,async-direct,3.0,ai,0,200,True,3010.5607,3011.8212,1.2605
04-async-direct,1,async-direct,3.0,normal,61,200,,3.8909,5.1047,1.2138
04-async-direct,1,async-direct,3.0,normal,62,200,,3.1455,4.2917,1.1462
04-async-direct,1,async-direct,3.0,ai,1,200,True,3008.9253,3010.0383,1.113
04-async-direct,1,async-direct,3.0,normal,63,200,,2.9392,4.0604,1.1212
04-async-direct,1,async-direct,3.0,normal,64,200,,10.5543,11.001,0.4467
04-async-direct,1,async-direct,3.0,normal,65,200,,2.2017,3.8979,1.6962
04-async-direct,1,async-direct,3.0,ai,2,200,True,3006.9627,3008.1304,1.1677
04-async-direct,1,async-direct,3.0,normal,66,200,,2.6486,3.8081,1.1595
04-async-direct,1,async-direct,3.0,normal,67,200,,2.846,3.0445,0.1985
04-async-direct,1,async-direct,3.0,ai,3,200,True,3005.4602,3006.5275,1.0672
04-async-direct,1,async-direct,3.0,normal,68,200,,2.6518,3.8258,1.174
04-async-direct,1,async-direct,3.0,normal,69,200,,2.5471,3.7071,1.16
04-async-direct,1,async-direct,3.0,normal,70,200,,3.4555,5.9421,2.4866
04-async-direct,1,async-direct,3.0,ai,4,200,True,3008.9074,3010.1473,1.2399
04-async-direct,1,async-direct,3.0,normal,71,200,,2.4512,3.5747,1.1235
04-async-direct,1,async-direct,3.0,normal,72,200,,2.9854,3.7392,0.7538
04-async-direct,1,async-direct,3.0,ai,5,200,True,3010.1399,3011.3538,1.2139
04-async-direct,1,async-direct,3.0,normal,73,200,,2.4606,2.6652,0.2046
04-async-direct,1,async-direct,3.0,normal,74,200,,3.7691,4.8377,1.0686
04-async-direct,1,async-direct,3.0,normal,75,200,,4.1263,6.302,2.1758
04-async-direct,1,async-direct,3.0,ai,6,200,True,3009.1565,3010.3074,1.1509
04-async-direct,1,async-direct,3.0,normal,76,200,,2.6316,3.7821,1.1505
04-async-direct,1,async-direct,3.0,normal,77,200,,2.1719,3.3172,1.1453
04-async-direct,1,async-direct,3.0,ai,7,200,True,3008.957,3010.1688,1.2118
04-async-direct,1,async-direct,3.0,normal,78,200,,1.9155,3.0049,1.0894
04-async-direct,1,async-direct,3.0,normal,79,200,,3.8593,5.09,1.2307
04-async-direct,1,async-direct,3.0,normal,80,200,,3.203,5.6422,2.4392
04-async-direct,1,async-direct,3.0,ai,8,200,True,3012.793,3014.0103,1.2173
04-async-direct,1,async-direct,3.0,normal,81,200,,3.2922,4.5262,1.234
04-async-direct,1,async-direct,3.0,normal,82,200,,3.939,5.1472,1.2082
04-async-direct,1,async-direct,3.0,ai,9,200,True,3007.807,3009.0358,1.2288
04-async-direct,1,async-direct,3.0,normal,83,200,,3.1103,3.6215,0.5111
04-async-direct,1,async-direct,3.0,normal,84,200,,3.1424,4.4078,1.2654
04-async-direct,1,async-direct,3.0,normal,85,200,,2.316,3.3925,1.0766
04-async-direct,1,async-direct,3.0,ai,10,200,True,3005.0343,3006.1392,1.1049
04-async-direct,1,async-direct,3.0,normal,86,200,,3.8908,5.077,1.1861
04-async-direct,1,async-direct,3.0,normal,87,200,,2.221,2.7672,0.5461
04-async-direct,1,async-direct,3.0,ai,11,200,True,3007.5425,3008.6254,1.0828
04-async-direct,1,async-direct,3.0,normal,88,200,,2.6368,3.7984,1.1616
04-async-direct,1,async-direct,3.0,normal,89,200,,2.0961,3.1975,1.1014
04-async-direct,1,async-direct,3.0,normal,90,200,,2.2327,4.0319,1.7992
04-async-direct,1,async-direct,3.0,ai,12,200,True,3012.853,3014.076,1.223
04-async-direct,1,async-direct,3.0,normal,91,200,,3.0447,4.1509,1.1062
04-async-direct,1,async-direct,3.0,normal,92,200,,2.6978,3.7837,1.0859
04-async-direct,1,async-direct,3.0,ai,13,200,True,3010.1943,3011.2911,1.0968
04-async-direct,1,async-direct,3.0,normal,93,200,,2.3865,2.8335,0.447
04-async-direct,1,async-direct,3.0,normal,94,200,,3.0876,4.3066,1.219
04-async-direct,1,async-direct,3.0,normal,95,200,,3.7007,4.8687,1.1681
04-async-direct,1,async-direct,3.0,ai,14,200,True,3010.7276,3012.9848,2.2572
04-async-direct,1,async-direct,3.0,normal,96,200,,3.3743,4.5957,1.2215
04-async-direct,1,async-direct,3.0,normal,97,200,,3.5714,5.1488,1.5774
